parcelid,address,muni,lat,lon,tract
0231L00212000000,2504 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456145573266070,-79.873123303980009,130600
0231L00192000000,2516 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.455980449222238,-79.872787561812459,130600
0231L00184000000,2540 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456125121282128,-79.872492425288314,130600
0231L00180000000,2544 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456174326464115,-79.872370600340417,130600
0231L00160000000,2563 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456740034632624,-79.872060265880705,130600
0231L00120000000,2531 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456854968346519,-79.872542041615432,130600
0231L00106000000,2511 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456555689981208,-79.873157066319550,130600
0231L00096000000,2501 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456411624079450,-79.873462176784372,130600
0231L00084000000,2429 PARK HILL DR PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.456210621694936,-79.873797270997812,130600
0231L00034000000,119 WHITE PINE PL PITTSBURGH PA 15221,13TH WARD - PITTSBURGH,40.455198270200874,-79.873850913821499,130600
0231C00396000000,67 PRIDE RD PITTSBURGH PA 15235,PENN HILLS,40.462534122860596,-79.873824941909945,523100
0230S00029000000,54 OVERBROOK RD PITTSBURGH PA 15235,PENN HILLS,40.462580161193273,-79.867420864154610,523100
0230M00235000000,7865 MOUNT CARMEL RD VERONA PA 15147,PENN HILLS,40.467432238367500,-79.870383135194942,523100
0230M00203000000,7914 MOUNT CARMEL RD VERONA PA 15147,PENN HILLS,40.466841016896211,-79.869617467190821,523100
0230K00397000000,7586 MOUNT CARMEL RD VERONA PA 15147,PENN HILLS,40.465198615472076,-79.878586047784523,523100
0230H00026000000,7891 MARK DR VERONA PA 15147,PENN HILLS,40.469770177724470,-79.868992523020893,523100
0230G00297000000,7835 MARK DR VERONA PA 15147,PENN HILLS,40.468742148750174,-79.873161398811575,523100
0229S00147000000,250 BRAMBLE ST VERONA PA 15147,PENN HILLS,40.474626997154566,-79.867756991371024,523100
0229L00032000000,8034 CHASKE ST VERONA PA 15147,PENN HILLS,40.475819303493608,-79.870946653637844,523100
0228J00391000000,111 CHAPEL HARBOR DR PITTSBURGH PA 15238,O''HARA,40.486116798829400,-79.879467375124264,421100
0228J00305000000,209 PARK SQUARE LN PITTSBURGH PA 15238,O''HARA,40.485643671085207,-79.880402104318634,421100
0228J00271000000,226 PARK SQUARE LN PITTSBURGH PA 15238,O''HARA,40.485958770639478,-79.881077597086090,421100
0228J00210030800,100 VISTA CIR PITTSBURGH PA 15238,O''HARA,40.486213248859187,-79.878288181619183,421100
